,City," ""Region"""," ""Country"""," ""AirQuality"""," ""WaterPollution""",Lat,Lon
3301,Krasnik," ""Lublin Voivodeship"""," ""Poland""",50.0,50.0,50.943493200000006,22.208352670460982
3302,Fort Dodge," ""Iowa"""," ""United States of America""",25.0,75.0,42.5044017,-94.1910044
3303,Lakeville," ""Minnesota"""," ""United States of America""",100.0,50.0,44.650051,-93.2432791
3304,Titusville," ""Florida"""," ""United States of America""",100.0,25.0,28.6122187,-80.8075538
3305,Lakewood," ""Washington"""," ""United States of America""",100.0,75.0,39.7085736,-105.0846694
3306,Longview," ""Washington"""," ""United States of America""",0.0,75.0,32.5007031,-94.74049
3307,Oxford," ""Mississippi"""," ""United States of America""",100.0,0.0,51.7520131,-1.2578499
3308,Lima," ""Ohio"""," ""United States of America""",75.0,50.0,-12.0621065,-77.0365256
3309,Nisko," ""Podkarpackie Voivodeship"""," ""Poland""",62.5,50.0,50.5198985,22.139886
3310,Fort Walton Beach," ""Florida"""," ""United States of America""",100.0,50.0,30.4057552,-86.618842
3311,Paducah," ""Kentucky"""," ""United States of America""",85.71428571,62.5,37.0833893,-88.6000478
3312,Coon Rapids," ""Minnesota"""," ""United States of America""",100.0,50.0,45.1728923,-93.3023898
3313,Traverse City," ""Michigan"""," ""United States of America""",75.0,25.0,44.7606441,-85.6165301
3314,Patos de Minas," ""Minas Gerais"""," ""Brazil""",25.0,50.0,-18.6041453,-46.5096698
3315,Tebessa," ""Tebessa Province"""," ""Algeria""",100.0,0.0,35.4035956,8.1212322
3316,Rocklin," ""California"""," ""United States of America""",100.0,0.0,38.7907339,-121.2357828
3317,Sheboygan," ""Wisconsin"""," ""United States of America""",100.0,0.0,43.7128967,-87.9370433
3318,Marina," ""California"""," ""United States of America""",100.0,50.0,43.5139149,16.1092196
3319,Sebring," ""Florida"""," ""United States of America""",25.0,50.0,27.4957453,-81.4410425
3320,Morecambe," ""England"""," ""United Kingdom""",100.0,25.0,54.0721085,-2.8650938
3321,Alexandria," ""Louisiana"""," ""United States of America""",100.0,50.0,44.83495335,8.745030418605868
3322,Jackson," ""Tennessee"""," ""United States of America""",96.875,12.5,32.2998686,-90.1830408
3323,Nikaia," ""Attica Region"""," ""Greece""",33.33333333,0.0,40.5936991,19.7288481
3324,Eden Prairie," ""Minnesota"""," ""United States of America""",91.66666667,8.333333333,44.8546856,-93.470786
3325,Clovis," ""New Mexico"""," ""United States of America""",0.0,100.0,36.8252277,-119.7029194
3326,Fond du Lac," ""Wisconsin"""," ""United States of America""",75.0,75.0,43.7533414,-88.4493796
3327,Vernon," ""British Columbia"""," ""Canada""",72.5,54.16666667,49.0932008,1.4857205
3328,Lloydminster," ""Alberta"""," ""Canada""",60.71428571,27.77777778,53.279995,-110.00885
3329,Konstancin-Jeziorna," ""Masovian Voivodeship"""," ""Poland""",35.0,45.83333333,52.0834787,21.1208073
3330,Chrudim," """""," ""Czech Republic""",100.0,50.0,49.9511458,15.7947559
3331,Litvinov," """""," ""Czech Republic""",62.5,50.0,50.6009532,13.6110485
3332,Trinec," """""," ""Czech Republic""",50.0,50.0,49.6779212,18.6711993
3333,New Port Richey," ""Florida"""," ""United States of America""",50.0,0.0,28.2441768,-82.7192671
3334,Jupiter," ""Florida"""," ""United States of America""",100.0,25.0,26.9342246,-80.0942087
3335,Jacksonville," ""North Carolina"""," ""United States of America""",100.0,0.0,30.3321838,-81.655651
3336,Lousada," ""Porto"""," ""Portugal""",75.0,50.0,41.2773789,-8.2826293
3337,Lebanon," ""Ohio"""," ""United States of America""",100.0,50.0,40.375713,-76.4626118
3338,Miri," ""Sarawak"""," ""Malaysia""",75.0,57.14285714,4.392739,113.9880255
3339,Swords," """""," ""Ireland""",50.0,0.0,53.4598264,-6.2184562
3340,Malahide," """""," ""Ireland""",75.0,25.0,53.4508401,-6.15367
3341,Slidell," ""Louisiana"""," ""United States of America""",50.0,100.0,30.2751945,-89.7811745
3342,Torrington," ""Wyoming"""," ""United States of America""",90.0,75.0,41.8006523,-73.1212214
3343,Longmont," ""Colorado"""," ""United States of America""",0.0,75.0,40.1672117,-105.101928
3344,East Orange," ""New Jersey"""," ""United States of America""",100.0,75.0,40.767323,-74.2048677
3345,Polaniec," ""Swietokrzyskie Voivodeship"""," ""Poland""",50.0,50.0,50.4329071,21.2810473
3346,Sao Bras de Alportel," """""," ""Portugal""",100.0,50.0,37.1529622,-7.8879138
3347,Foster City," ""California"""," ""United States of America""",100.0,0.0,37.5600336,-122.2688522
3348,Statesboro," ""Georgia"""," ""United States of America""",75.0,41.66666667,32.4490141,-81.7832912
3349,DeLand," ""Florida"""," ""United States of America""",81.25,25.0,29.0283213,-81.3031098
3350,Stockton-on-Tees," ""England"""," ""United Kingdom""",100.0,50.0,54.564094,-1.3129164
3351,Encamp," ""Encamp"""," ""Andorra""",50.0,25.0,42.5360425,1.5836096
3352,Grand Junction," ""Colorado"""," ""United States of America""",85.41666667,18.75,39.063956,-108.5507317
3353,Vanderbijlpark," ""Gauteng"""," ""South Africa""",11.66666667,89.58333333,-26.706891,27.836271
3354,North Platte," ""Nebraska"""," ""United States of America""",100.0,25.0,41.1238873,-100.7654232
3355,Playa del Carmen," ""Quintana Roo"""," ""Mexico""",87.5,62.5,20.6308643,-87.0779503
3356,Troy," ""Michigan"""," ""United States of America""",62.5,25.0,39.957373950000004,26.238017461011644
3357,Sakai," ""Fukui Prefecture"""," ""Japan""",75.0,50.0,34.5289178,135.5015548
3358,Maia," ""Porto"""," ""Portugal""",89.28571429,0.0,41.237345649999995,-8.629998173364326
3359,Seixal," ""Setubal"""," ""Portugal""",37.5,50.0,38.6422246,-9.1072662
3360,Weston," ""Florida"""," ""United States of America""",100.0,0.0,51.3471927,-2.9778916
3361,Portoviejo," ""Manabi Province"""," ""Ecuador""",62.5,50.0,-1.0528066,-80.4534269
3362,Manta," ""Manabi Province"""," ""Ecuador""",68.18181818,70.0,44.6158717,7.4870199
3363,Broumov," """""," ""Czech Republic""",75.0,50.0,50.5853016,16.3324545
3364,Mesquite," ""Nevada"""," ""United States of America""",100.0,0.0,32.7666103,-96.599472
3365,Timmins," ""Ontario"""," ""Canada""",75.0,45.0,48.477473,-81.330414
3366,Corner Brook," ""Newfoundland and Labrador"""," ""Canada""",93.75,0.0,48.95317,-57.947388
3367,Ciudad del Carmen," ""Campeche"""," ""Mexico""",66.66666667,66.66666667,18.651739,-91.81492
3368,Canmore," ""Alberta"""," ""Canada""",100.0,25.0,51.0866897,-115.3481135
3369,Grays," ""England"""," ""United Kingdom""",0.0,100.0,51.4780898,0.3233131
3370,Chalandri," ""Attica Region"""," ""Greece""",75.0,0.0,38.0215202,23.7984139
3371,Novi," ""Michigan"""," ""United States of America""",100.0,0.0,42.4517622,18.5367516
3372,Mardan," ""Khyber Pakhtunkhwa"""," ""Pakistan""",75.0,33.33333333,-38.4703235,146.13379751785047
3373,Brunswick," ""Georgia"""," ""United States of America""",78.125,37.5,34.0718195,-78.1914215
3374,Opoczno," ""Lodz Voivodeship"""," ""Poland""",0.0,75.0,51.3782439,20.2931754
3375,Rangpur," ""Rangpur Division"""," ""Bangladesh""",25.0,62.5,25.6376135,89.0826381
3376,Corby," ""England"""," ""United Kingdom""",65.0,25.0,52.4877341,-0.7032713
3377,Tawau," ""Sabah"""," ""Malaysia""",100.0,100.0,4.2435206,117.885331
3378,Long Branch," ""New Jersey"""," ""United States of America""",75.0,25.0,40.3042778,-73.9923596
3379,San Luis Rio Colorado," ""Sonora"""," ""Mexico""",100.0,50.0,32.4517957,-114.7652542
3380,Monroe," ""Michigan"""," ""United States of America""",100.0,25.0,38.2722313,-90.1792484
3381,Mossel Bay," ""Western Cape"""," ""South Africa""",100.0,0.0,-34.1832022,22.1536248
3382,Listowel," """""," ""Ireland""",100.0,0.0,52.4472298,-9.4846811
3383,Cumbernauld," ""Scotland"""," ""United Kingdom""",87.5,0.0,55.9477764,-3.9882568
3384,Dalton," ""Georgia"""," ""United States of America""",100.0,25.0,46.173849,-95.915609
3385,Criuleni," ""Criuleni District"""," ""Moldova""",50.0,75.0,47.2095468,29.1580621
3386,Kumba," ""Southwest"""," ""Cameroon""",75.0,50.0,4.6026770500000005,9.413994909008665
3387,Mansa," ""Luapula Province"""," ""Zambia""",75.0,25.0,-11.2006743,28.8893922
3388,Narok," """""," ""Kenya""",50.0,100.0,-1.2779365500000002,35.47742284932569
3389,Buckie," ""Scotland"""," ""United Kingdom""",75.0,0.0,57.6762821,-2.9648973
3390,Humpolec," """""," ""Czech Republic""",100.0,50.0,49.5418861,15.3586709
3391,Vlasim," """""," ""Czech Republic""",100.0,50.0,49.7065924,14.8987513
3392,Krabi," ""Krabi"""," ""Thailand""",100.0,50.0,8.1111653,99.1097298
3393,Burton upon Trent," ""England"""," ""United Kingdom""",0.0,25.0,52.802742,-1.629917
3394,Summit," ""New Jersey"""," ""United States of America""",37.5,62.5,41.1457902,-81.5333603
3395,Wokingham," ""England"""," ""United Kingdom""",91.66666667,0.0,51.4570846,-0.8865370303212372
3396,Goole," ""England"""," ""United Kingdom""",25.0,50.0,53.7035625,-0.8715949
3397,Dalby," ""Queensland"""," ""Australia""",100.0,50.0,-27.1822593,151.2634168
3398,Temirtau," ""Karaganda Region"""," ""Kazakhstan""",0.0,75.0,50.0757002,73.04383390433861
3399,Hilton Head Island," ""South Carolina"""," ""United States of America""",100.0,25.0,32.1618488,-80.7512616
3400,North Vancouver," ""British Columbia"""," ""Canada""",92.64705882,13.46153846,49.3206294,-123.0737925
3401,Ifrane," ""Fes-Meknes"""," ""Morocco""",100.0,12.5,33.527605,-5.107408
3402,Masaya," ""Masaya Department"""," ""Nicaragua""",50.0,100.0,12.0008289,-86.0513672
3403,Cotacachi," ""Imbabura Province"""," ""Ecuador""",100.0,0.0,0.39552339999999997,-78.45070131832692
3404,Middelburg," ""Eastern Cape"""," ""South Africa""",54.16666667,100.0,51.4996784,3.6137371
3405,New Bern," ""North Carolina"""," ""United States of America""",100.0,50.0,35.1084931,-77.0441143
3406,Queluz," ""Lisbon"""," ""Portugal""",50.0,0.0,-22.5371881,-44.7752585
3407,Eluru," ""Andhra Pradesh"""," ""India""",54.16666667,57.14285714,17.015219000000002,81.08045423126018
3408,Alpharetta," ""Georgia"""," ""United States of America""",62.5,37.5,34.0709576,-84.2747329
3409,Radcliff," ""Kentucky"""," ""United States of America""",87.5,50.0,37.8403456,-85.9491298
3410,Cumming," ""Georgia"""," ""United States of America""",58.33333333,41.66666667,41.4833235,-93.7624442
3411,Ironton," ""Ohio"""," ""United States of America""",100.0,50.0,46.4774631,-93.9777621
3412,Midland," ""Michigan"""," ""United States of America""",95.0,33.33333333,31.83688,-102.0103767
3413,Palakkad," ""Kerala"""," ""India""",86.53846154,54.16666667,10.7681928,76.6521319
3414,Fort Saskatchewan," ""Alberta"""," ""Canada""",75.0,12.5,53.7128571,-113.2148942
3415,Esteli," ""Esteli Department"""," ""Nicaragua""",75.0,50.0,13.0931241,-86.3554436
3416,Muswellbrook," ""New South Wales"""," ""Australia""",87.5,50.0,-32.4881159,150.51640804866668
3417,Roznov pod Radhostem," """""," ""Czech Republic""",100.0,50.0,49.4587958,18.1429843
3418,Clitheroe," ""England"""," ""United Kingdom""",100.0,0.0,53.8717465,-2.3926783
3419,Otrokovice," """""," ""Czech Republic""",75.0,50.0,49.2088284,17.5353865
3420,Smithers," ""British Columbia"""," ""Canada""",100.0,50.0,54.7792074,-127.1760991
3421,Ipswich," ""Queensland"""," ""Australia""",50.0,75.0,52.0579324,1.1528095
3422,Valdosta," ""Georgia"""," ""United States of America""",100.0,50.0,30.8327022,-83.2784851
3423,Hobbs," ""New Mexico"""," ""United States of America""",100.0,50.0,32.707667,-103.1311314
3424,Deal," ""England"""," ""United Kingdom""",50.0,25.0,51.2239544,1.4027344
3425,Yiwu," ""Zhejiang"""," ""People's Republic of China""",0.0,50.0,29.3093002,120.0703805
3426,Taiping," ""Perak"""," ""Malaysia""",0.0,25.0,41.9942218,121.7289458
3427,Princes Town," ""Princes Town"""," ""Trinidad and Tobago""",0.0,100.0,10.20480035,-61.28061860703701
3428,Langley," ""Washington"""," ""United States of America""",100.0,0.0,48.3604648,6.3258262
3429,Nakhon Si Thammarat," ""Nakhon Si Thammarat"""," ""Thailand""",100.0,25.0,8.6772337,99.7309635
3430,Nakhon Sawan," ""Nakhon Sawan"""," ""Thailand""",30.55555556,41.66666667,15.7054772,99.9288481
3431,Lampang," ""Lampang"""," ""Thailand""",12.5,50.0,18.6799728,99.7332501
3432,Sakon Nakhon," ""Sakon Nakhon"""," ""Thailand""",0.0,100.0,17.1904453,103.9730898
3433,Durango," ""Colorado"""," ""United States of America""",75.0,0.0,24.833333,-104.833333
3434,Farmington," ""New Mexico"""," ""United States of America""",95.0,50.0,44.6402434,-93.1435497
3435,Rourkela," ""Odisha"""," ""India""",33.0,58.33333333,22.253999399999998,84.8577520139704
3436,Drumheller," ""Alberta"""," ""Canada""",100.0,0.0,51.4169325,-112.6402382
3437,Spruce Grove," ""Alberta"""," ""Canada""",100.0,0.0,53.545204,-113.903503
3438,Rymarov," """""," ""Czech Republic""",87.5,50.0,49.9320352,17.2714574
3439,Nan," ""Nan"""," ""Thailand""",25.0,50.0,46.3144754,11.0480288
3440,Ormoc," """""," ""Philippines""",62.5,62.5,11.0052935,124.6090753
3441,Rayong," ""Rayong"""," ""Thailand""",43.75,75.0,12.7943716,101.3705344
3442,Bilovec," """""," ""Czech Republic""",62.5,50.0,49.7567664,18.01623
3443,Welkom," ""Free State"""," ""South Africa""",75.0,100.0,-27.982298,26.737969
3444,Prince Rupert," ""British Columbia"""," ""Canada""",100.0,58.33333333,54.3126572,-130.32549
3445,Klerksdorp," ""North West"""," ""South Africa""",75.0,75.0,-26.8625383,26.6656814
3446,Santo Domingo," ""Santo Domingo de los Tsachilas Province"""," ""Ecuador""",0.0,50.0,18.4801972,-69.942111
3447,Lower Hutt," ""Wellington Region"""," ""New Zealand""",100.0,20.83333333,-41.2125751,174.9057626
3448,Hastings," ""Hawke's Bay Region"""," ""New Zealand""",85.0,56.25,50.8553888,0.5824703
3449,Porirua," ""Wellington Region"""," ""New Zealand""",100.0,75.0,-41.1354217,174.8397824
3450,Yixing," ""Jiangsu"""," ""People's Republic of China""",0.0,50.0,31.3495972,119.817253
3451,Changshu," ""Jiangsu"""," ""People's Republic of China""",0.0,50.0,31.6572954,120.7480757
3452,Jiangyin," ""Jiangsu"""," ""People's Republic of China""",0.0,50.0,31.9092756,120.2630426
3453,Williamsport," ""Pennsylvania"""," ""United States of America""",100.0,0.0,41.2493292,-77.0027671
3454,Timaru," ""Canterbury Region"""," ""New Zealand""",54.16666667,75.0,-44.3930254,171.2509786
3455,Hinton," ""Alberta"""," ""Canada""",100.0,50.0,42.626701,-96.2939254
3456,Sheridan," ""Wyoming"""," ""United States of America""",95.83333333,12.5,39.3530598,-100.457645
3457,Cholpon-Ata," ""Issyk-Kul Region"""," ""Kyrgyzstan""",75.0,50.0,42.6512898,77.0749815
3458,Kokopo," """""," ""Papua New Guinea""",75.0,50.0,-4.3432175,152.2686741
3459,Popondetta," ""Oro Province"""," ""Papua New Guinea""",50.0,100.0,-8.7667424,148.2375057
3460,Courtenay," ""British Columbia"""," ""Canada""",85.71428571,33.33333333,45.7294097,5.3798454
3461,Isa Town," ""Central Governorate"""," ""Bahrain""",25.0,87.5,26.1741995,50.5473432
3462,Cold Lake," ""Alberta"""," ""Canada""",96.875,37.5,54.46046,-110.192871
3463,Owen Sound," ""Ontario"""," ""Canada""",100.0,25.0,44.5678105,-80.9430094
3464,Paarl," ""Western Cape"""," ""South Africa""",100.0,0.0,-33.7310282,18.9642117
3465,Samos," ""North Aegean Region"""," ""Greece""",100.0,0.0,42.730661,-7.3265903
3466,Butterworth," ""Penang"""," ""Malaysia""",25.0,25.0,5.3933618,100.366572
3467,Selkirk," ""Manitoba"""," ""Canada""",100.0,0.0,50.146986,-96.880188
3468,Comox," ""British Columbia"""," ""Canada""",87.5,50.0,49.6727575,-124.9276204
3469,Rochester," ""Michigan"""," ""United States of America""",100.0,0.0,43.157285,-77.615214
3470,Fairborn," ""Ohio"""," ""United States of America""",87.5,50.0,39.8208998,-84.0193858
3471,San Martin de los Andes," ""Neuquen Province"""," ""Argentina""",100.0,75.0,-40.128821599999995,-71.23384677578329
3472,Moose Jaw," ""Saskatchewan"""," ""Canada""",91.66666667,33.33333333,50.401515,-105.542908
3473,Uitenhage," ""Eastern Cape"""," ""South Africa""",100.0,0.0,-33.7678979,25.3978174
3474,Rongcheng," ""Shandong"""," ""People's Republic of China""",12.5,50.0,37.1649467,122.482296
3475,Mirpur Khas," ""Sindh"""," ""Pakistan""",0.0,100.0,25.5262817,69.0110617
3476,Rio Tinto," ""Porto"""," ""Portugal""",100.0,75.0,-6.803828,-35.077569
3477,Terrace," ""British Columbia"""," ""Canada""",91.66666667,0.0,54.5172715,-128.599548
3478,Port Mathurin," """""," ""Mauritius""",75.0,87.5,-19.6808372,63.422113
3479,Ypsilanti," ""Michigan"""," ""United States of America""",75.0,66.66666667,42.2410562,-83.613055
3480,Port Alberni," ""British Columbia"""," ""Canada""",83.33333333,0.0,49.2343668,-124.8056517
3481,Lin'an," ""Zhejiang"""," ""People's Republic of China""",0.0,50.0,30.2371364,119.7192631
3482,Drayton Valley," ""Alberta"""," ""Canada""",100.0,50.0,53.2174924,-114.9790101
3483,San Fernando," """""," ""Trinidad and Tobago""",50.0,55.0,36.4646672,-6.1983492
3484,Lisle," ""Illinois"""," ""United States of America""",100.0,0.0,45.2787444,0.5481384
3485,Wangaratta," ""Victoria"""," ""Australia""",100.0,25.0,-36.356434,146.3228311
3486,Valladolid," ""Yucatan"""," ""Mexico""",100.0,0.0,41.6521328,-4.728562
3487,Clifden," ""Connacht"""," ""Ireland""",100.0,50.0,53.4884916,-10.0210673
3488,Franschhoek," ""Western Cape"""," ""South Africa""",50.0,75.0,-33.909167,19.119444
3489,Pathanamthitta," ""Kerala"""," ""India""",89.70588235,38.63636364,9.2655337,76.7871514
3490,Jaunpur," ""Uttar Pradesh"""," ""India""",50.0,62.5,25.75,82.75
3491,Nong Khai," ""Nong Khai"""," ""Thailand""",50.0,37.5,17.8825057,102.7482277
3492,Salinas," ""Santa Elena Province"""," ""Ecuador""",25.0,100.0,36.6744117,-121.655037
3493,Jinotega," ""Jinotega Department"""," ""Nicaragua""",66.66666667,83.33333333,13.8023296,-85.5485632
3494,Chachoengsao," ""Chachoengsao"""," ""Thailand""",75.0,100.0,13.6093192,101.5467201
3495,Sandton," ""Gauteng"""," ""South Africa""",64.58333333,33.33333333,-26.1045525,28.0545147
3496,Jhang," ""Punjab"""," ""Pakistan""",50.0,50.0,33.6748125,72.6963493
3497,Ainaro," ""Ainaro Municipality"""," ""Timor-Leste""",100.0,75.0,-8.9969021,125.50482
3498,Newcastle," ""KwaZulu-Natal"""," ""South Africa""",6.25,81.25,54.9738474,-1.6131572
3499,Ermelo," ""Mpumalanga"""," ""South Africa""",50.0,50.0,52.2858356,5.654938589920705
3500,Pottsville," ""Pennsylvania"""," ""United States of America""",75.0,0.0,40.6851324,-76.1953701
3501,Cambridge," ""Waikato Region"""," ""New Zealand""",75.0,0.0,52.2055314,0.1186637
3502,Cambridge," ""Ontario"""," ""Canada""",63.46153846,55.76923077,52.2055314,0.1186637
3503,Concord," ""North Carolina"""," ""United States of America""",91.66666667,62.5,43.207178,-71.537476
3504,Campbell River," ""British Columbia"""," ""Canada""",100.0,0.0,50.023071,-125.244153
3505,Campbellton," ""New Brunswick"""," ""Canada""",75.0,0.0,49.277649249999996,-54.92271033923269
3506,Darayya," ""Rif Dimashq Governorate"""," ""Syria""",100.0,25.0,33.4592565,36.2394466
3507,Harstad," ""Troms og Finnmark fylke"""," ""Norway""",100.0,75.0,68.799943,16.5440322
3508,Kampong Chhnang," ""Kampong Chhnang Province"""," ""Cambodia""",100.0,50.0,12.1382025,104.3354098
3509,Sibu," ""Sarawak"""," ""Malaysia""",65.0,25.0,2.29220955,111.87658661205317
3510,Cuevas del Almanzora," ""Andalusia"""," ""Spain""",62.5,50.0,37.2961366,-1.8807223
3511,Andkhoy," ""Faryab"""," ""Afghanistan""",50.0,50.0,36.852884,65.285764
3512,Centurion," ""Gauteng"""," ""South Africa""",25.0,72.22222222,-25.836389,28.180278
3513,Chapala," ""Jalisco"""," ""Mexico""",87.5,50.0,20.279764450000002,-103.22035855623801
3514,Watertown," ""South Dakota"""," ""United States of America""",95.83333333,50.0,42.3652226,-71.1843771
3515,Moses Lake," ""Washington"""," ""United States of America""",75.0,0.0,47.1301417,-119.278077
3516,Johnstown," ""Pennsylvania"""," ""United States of America""",87.5,75.0,40.3267407,-78.9219698
3517,Dadu," """""," ""Pakistan""",50.0,50.0,26.7274836,67.7804974
3518,Claremorris," ""Connacht"""," ""Ireland""",100.0,0.0,53.7197301,-8.9987858
3519,Banting," """""," ""Malaysia""",25.0,75.0,2.8027574,101.4956767
3520,Busia," """""," ""Kenya""",50.0,100.0,0.39171029999999996,34.01601353436425
3521,Peshawar," ""Khyber Pakhtunkhwa"""," ""Pakistan""",29.05405405,55.46875,34.0123846,71.5787458
3522,Bloomsburg," ""Pennsylvania"""," ""United States of America""",87.5,25.0,41.0044958,-76.4537302
3523,Darbhanga," ""Bihar"""," ""India""",40.625,59.375,26.156999,85.8995065
3524,Metsamor," ""Armavir Region"""," ""Armenia""",0.0,50.0,40.138248399999995,44.126651882331416
3525,Frankston," ""Victoria"""," ""Australia""",87.5,100.0,-38.1444729,145.1268808
3526,Cranbrook," ""British Columbia"""," ""Canada""",100.0,16.66666667,49.5107477,-115.7672772
3527,Twickenham," ""England"""," ""United Kingdom""",87.5,12.5,51.4467444,-0.3281887
3528,Hazard," ""Kentucky"""," ""United States of America""",100.0,50.0,37.2489635,-83.1933893
3529,New Castle," ""Pennsylvania"""," ""United States of America""",87.5,50.0,40.9999202,-80.3471856
3530,Anderson," ""South Carolina"""," ""United States of America""",87.5,0.0,31.7819242,-95.6258199
3531,Te Anau," ""Southland Region"""," ""New Zealand""",100.0,50.0,-45.41449,167.717489
3532,Warren," ""Pennsylvania"""," ""United States of America""",100.0,50.0,41.8119602,-79.2654452
3533,Yenangyaung," """""," ""Myanmar""",0.0,50.0,20.4608216,94.872961
3534,Woodland," ""Washington"""," ""United States of America""",100.0,0.0,38.6786109,-121.7733285
3535,Laixi," ""Shandong"""," ""People's Republic of China""",0.0,50.0,36.8618279,120.5158492
3536,Kluang," ""Johor"""," ""Malaysia""",75.0,100.0,2.0323472,103.3190766
3537,Surin," ""Surin"""," ""Thailand""",75.0,50.0,46.0773762,0.3719914
3538,Yala," ""Yala"""," ""Thailand""",70.83333333,50.0,6.3344846,101.1409694
3539,Ratchaburi," ""Ratchaburi"""," ""Thailand""",35.0,0.0,13.6317897,99.3558216
3540,Phrae," ""Phrae"""," ""Thailand""",12.5,50.0,18.2930601,100.0886757
3541,Si Sa Ket," ""Si Sa Ket"""," ""Thailand""",75.0,25.0,14.9222,104.4439596
3542,Phetchabun," ""Phetchabun"""," ""Thailand""",58.33333333,50.0,16.418027,101.1556825
3543,Diego Martin," ""Diego Martin Regional Corporation"""," ""Trinidad and Tobago""",100.0,50.0,10.71385965,-61.579355509504495
3544,Ohrid," ""Ohrid Municipality"""," ""North Macedonia""",82.14285714,28.33333333,41.1170203,20.8017387
3545,Masterton," ""Wellington Region"""," ""New Zealand""",85.71428571,33.33333333,-40.9495524,175.6594413
3546,Dondo," ""Sofala"""," ""Mozambique""",50.0,100.0,-19.43929245,34.80933833352839
3547,Moca," ""Espaillat Province"""," ""Dominican Republic""",0.0,25.0,19.394647,-70.5261566
3548,Rushan," ""Shandong"""," ""People's Republic of China""",0.0,50.0,36.9136248,121.525514
3549,Chakwal," ""Punjab"""," ""Pakistan""",50.0,50.0,31.7492628,75.6671548
3550,Houston," ""British Columbia"""," ""Canada""",100.0,50.0,29.7589382,-95.3676974
3551,Sechelt," ""British Columbia"""," ""Canada""",75.0,0.0,49.4721147,-123.763124
3552,Dibrugarh," ""Assam"""," ""India""",51.78571429,44.44444444,27.4844597,94.9019447
3553,Salalah," """""," ""Oman""",81.25,56.25,17.0174945,54.1010923
3554,Kalutara," ""Western Province"""," ""Sri Lanka""",75.0,75.0,6.5745305,80.02863119765179
3555,Lomnice nad Popelkou," """""," ""Czech Republic""",75.0,50.0,50.5310646,15.3728809
3556,Karratha," ""Western Australia"""," ""Australia""",100.0,0.0,-20.7370067,116.8478592
3557,Jurong," ""Jiangsu"""," ""People's Republic of China""",0.0,50.0,4.9896065,96.8426293
3558,Marsh Harbour," ""Central Abaco"""," ""The Bahamas""",50.0,75.0,26.5382728,-77.0610382
3559,Romford," ""England"""," ""United Kingdom""",75.0,0.0,51.5760462,0.1822646
3560,Nuwara Eliya," ""Central Province"""," ""Sri Lanka""",83.33333333,16.66666667,7.012402,80.75716115484704
3561,Shouguang," ""Shandong"""," ""People's Republic of China""",0.0,50.0,36.8762356,118.7322549
3562,Samut Sakhon," ""Samut Sakhon"""," ""Thailand""",14.28571429,75.0,13.5708192,100.2585874
3563,Ashland," ""Massachusetts"""," ""United States of America""",100.0,50.0,40.7887367,-82.2360391
3564,Okotoks," ""Alberta"""," ""Canada""",100.0,12.5,50.7253685,-113.975082
3565,Liyang," ""Jiangsu"""," ""People's Republic of China""",0.0,50.0,31.4178958,119.4787471
3566,Rocky Mount," ""Virginia"""," ""United States of America""",50.0,75.0,35.9423833,-77.7956949
3567,Herndon," ""Virginia"""," ""United States of America""",50.0,25.0,39.909726,-100.785153
3568,Amherst," ""Virginia"""," ""United States of America""",100.0,50.0,37.5997548,-79.1483701
3569,Christiansburg," ""Virginia"""," ""United States of America""",75.0,100.0,37.1298517,-80.4089389
3570,Highgate," """""," ""Jamaica""",75.0,25.0,51.5706446,-0.1492397
3571,Watertown," ""New York"""," ""United States of America""",62.5,37.5,42.3652226,-71.1843771
3572,Ewarton," ""Middlesex County"""," ""Jamaica""",75.0,50.0,18.1781493,-77.0843612
3573,Liberia," ""Guanacaste Province"""," ""Costa Rica""",100.0,0.0,5.7499721,-9.3658524
3574,Ubari," ""Wadi al Hayaa District"""," ""Libya""",0.0,100.0,-21.03695835,-43.06200310132915
3575,Newcastle upon Tyne," ""England"""," ""United Kingdom""",73.14814815,20.23809524,54.9738474,-1.6131572
3576,Tamworth," ""New South Wales"""," ""Australia""",100.0,25.0,-31.0900743,150.9290159
3577,Parksville," ""British Columbia"""," ""Canada""",80.0,0.0,49.3179514,-124.3117397
3578,Chaguanas," """""," ""Trinidad and Tobago""",20.0,70.0,10.5147394,-61.4076757
3579,Dhangadhi," """""," ""Nepal""",62.5,37.5,28.67531335,80.65232601796646
3580,Rohtak," ""Haryana"""," ""India""",50.0,25.0,28.9010899,76.5801935
3581,Muzaffarpur," ""Bihar"""," ""India""",17.59259259,57.60869565,26.1667052,85.4166314
3582,Knutsford," ""England"""," ""United Kingdom""",100.0,0.0,53.3025402,-2.3716001
3583,Richards Bay," ""KwaZulu-Natal"""," ""South Africa""",75.0,25.0,-28.7707857,32.0577775
3584,Gannan," ""Heilongjiang"""," ""People's Republic of China""",0.0,50.0,34.9845285,102.9105878
3585,Spring Hill," ""Tennessee"""," ""United States of America""",87.5,25.0,41.4117626,-93.6479872
3586,Airway Heights," ""Washington"""," ""United States of America""",100.0,0.0,47.644611,-117.593272
3587,Yelm," ""Washington"""," ""United States of America""",50.0,50.0,46.9413877,-122.60639
3588,Sequim," ""Washington"""," ""United States of America""",100.0,25.0,48.0849312,-123.1096706
3589,Brier," ""Washington"""," ""United States of America""",100.0,0.0,47.7845419,-122.274294
